,Location,Range,Row,variable,value
1872,Location 3,3,3,Zn,1.3574733228024454
1873,Location 3,4,3,Zn,2.8132353042579306
1874,Location 3,5,3,Zn,2.7424908806699597
1875,Location 3,6,3,Zn,2.228137246936281
1876,Location 3,7,3,Zn,2.861530664647801
1877,Location 3,8,3,Zn,5.64609111861121
1878,Location 3,9,3,Zn,4.388693226860612
1879,Location 3,10,3,Zn,4.590546513898925
1880,Location 3,1,4,Zn,-1.2804067061017976
1881,Location 3,2,4,Zn,8.25598447486519
1882,Location 3,3,4,Zn,7.742112473750321
1883,Location 3,4,4,Zn,8.32038061639113
1884,Location 3,5,4,Zn,6.775827761709263
1885,Location 3,6,4,Zn,2.02695623802874
1886,Location 3,7,4,Zn,5.16481093986436
1887,Location 3,8,4,Zn,4.714666002875978
1888,Location 3,9,4,Zn,-2.1424222837712943
1889,Location 3,10,4,Zn,2.9487733676753822
1890,Location 3,1,5,Zn,5.256275544879851
1891,Location 3,2,5,Zn,1.9519257009809343
1892,Location 3,3,5,Zn,8.597029367331057
1893,Location 3,4,5,Zn,1.2101902308199373
1894,Location 3,5,5,Zn,4.456450831504577
1895,Location 3,6,5,Zn,2.491606455015625
1896,Location 3,7,5,Zn,0.5650669897826193
1897,Location 3,8,5,Zn,1.8592453224981091
1898,Location 3,9,5,Zn,7.308301278519363
1899,Location 3,10,5,Zn,3.3113501634967593
1900,Location 4,1,1,Zn,-0.37858997783940573
1901,Location 4,2,1,Zn,1.7896987763237115
1902,Location 4,3,1,Zn,4.458250700131705
1903,Location 4,4,1,Zn,-0.7237957357546878
1904,Location 4,5,1,Zn,11.28050648592402
1905,Location 4,6,1,Zn,2.006811298318424
1906,Location 4,7,1,Zn,4.576806433988143
1907,Location 4,8,1,Zn,2.875313846124915
1908,Location 4,9,1,Zn,4.490432762041127
1909,Location 4,10,1,Zn,-1.4351613340185891
1910,Location 4,1,2,Zn,2.406746439719431
1911,Location 4,2,2,Zn,1.7702854309286598
1912,Location 4,3,2,Zn,5.321252307856641
1913,Location 4,4,2,Zn,1.7534369119045046
1914,Location 4,5,2,Zn,3.398719615851688
1915,Location 4,6,2,Zn,0.34739290821766344
1916,Location 4,7,2,Zn,3.1432101777394714
1917,Location 4,8,2,Zn,1.7674397753273277
1918,Location 4,9,2,Zn,-5.8508714242266535
1919,Location 4,10,2,Zn,-2.225746963762993
1920,Location 4,1,3,Zn,-4.438650692740822
1921,Location 4,2,3,Zn,3.877654928004864
1922,Location 4,3,3,Zn,0.3640033238042357
1923,Location 4,4,3,Zn,5.480771572344025
1924,Location 4,5,3,Zn,8.543319664696782
1925,Location 4,6,3,Zn,4.4092330694449045
1926,Location 4,7,3,Zn,-0.2829492641053024
1927,Location 4,8,3,Zn,-2.101762155503188
1928,Location 4,9,3,Zn,0.8438418623674844
1929,Location 4,10,3,Zn,-1.2448832532018352
1930,Location 4,1,4,Zn,3.4563458284574904
1931,Location 4,2,4,Zn,4.020158445808715
1932,Location 4,3,4,Zn,11.100678061954573
1933,Location 4,4,4,Zn,2.148488249269236
1934,Location 4,5,4,Zn,7.767761557511596
1935,Location 4,6,4,Zn,-0.3717982211239428
1936,Location 4,7,4,Zn,2.348927022793691
1937,Location 4,8,4,Zn,3.28317894312246
1938,Location 4,9,4,Zn,0.9878761209124425
1939,Location 4,10,4,Zn,3.957723623154864
1940,Location 4,1,5,Zn,2.6451778385214078
1941,Location 4,2,5,Zn,0.906284044631019
1942,Location 4,3,5,Zn,0.7632853105771689
1943,Location 4,4,5,Zn,-1.3846845338376639
1944,Location 4,5,5,Zn,2.3355562734580246
1945,Location 4,6,5,Zn,0.9914333135822277
1946,Location 4,7,5,Zn,2.1562406523149984
1947,Location 4,8,5,Zn,3.4649987945187517
1948,Location 4,9,5,Zn,-1.205331173525317
1949,Location 4,10,5,Zn,2.0797767452620937
1950,Location 5,1,1,Zn,-2.725645720871669
1951,Location 5,2,1,Zn,3.1870525037812403
1952,Location 5,3,1,Zn,1.9228986717201173
1953,Location 5,4,1,Zn,7.601979314229638
1954,Location 5,5,1,Zn,-0.3652192338245106
1955,Location 5,6,1,Zn,5.855486154328272
1956,Location 5,7,1,Zn,2.270645395009445
1957,Location 5,8,1,Zn,3.0956608346328585
1958,Location 5,9,1,Zn,5.375386812652468
1959,Location 5,10,1,Zn,3.7832677638692687
1960,Location 5,1,2,Zn,3.5147282840417993
1961,Location 5,2,2,Zn,0.9740657280791583
1962,Location 5,3,2,Zn,-1.8097303880848417
1963,Location 5,4,2,Zn,2.2417105511792914
1964,Location 5,5,2,Zn,0.4451609147583513
1965,Location 5,6,2,Zn,0.32416056512673697
1966,Location 5,7,2,Zn,3.3246402024859787
1967,Location 5,8,2,Zn,4.4495054513456775
1968,Location 5,9,2,Zn,3.0257462056045683
1969,Location 5,10,2,Zn,6.07534930587984
1970,Location 5,1,3,Zn,1.5528665658684813
1971,Location 5,2,3,Zn,-2.063830949047241
1972,Location 5,3,3,Zn,-4.095732929541325
1973,Location 5,4,3,Zn,0.6560086946289434
1974,Location 5,5,3,Zn,-2.3341141888131096
1975,Location 5,6,3,Zn,0.696232578559461
1976,Location 5,7,3,Zn,3.932544492552891
1977,Location 5,8,3,Zn,-3.669384280459468
1978,Location 5,9,3,Zn,-2.692559036124158
1979,Location 5,10,3,Zn,4.668537288789134
1980,Location 5,1,4,Zn,4.886342303067621
1981,Location 5,2,4,Zn,-0.22075074925178972
1982,Location 5,3,4,Zn,5.70788177565233
1983,Location 5,4,4,Zn,4.990329253965486
1984,Location 5,5,4,Zn,5.965163539069556
1985,Location 5,6,4,Zn,2.5424169164432593
1986,Location 5,7,4,Zn,-1.3426263574759623
1987,Location 5,8,4,Zn,3.9295383322758255
1988,Location 5,9,4,Zn,8.227526605831612
1989,Location 5,10,4,Zn,3.8120079081337876
1990,Location 5,1,5,Zn,5.79460329777676
1991,Location 5,2,5,Zn,0.8419338957916354
1992,Location 5,3,5,Zn,-0.1343975323183697
1993,Location 5,4,5,Zn,4.771446490126685
1994,Location 5,5,5,Zn,2.868018472305081
1995,Location 5,6,5,Zn,4.275502367535549
1996,Location 5,7,5,Zn,-3.3780508860526934
1997,Location 5,8,5,Zn,1.8926364132163904
1998,Location 5,9,5,Zn,1.2303675458302383
1999,Location 5,10,5,Zn,2.749197224622715
2000,Location 1,1,1,Fe,-15404.643333469194
2001,Location 1,2,1,Fe,7074.958830959935
2002,Location 1,3,1,Fe,8534.521090482924
2003,Location 1,4,1,Fe,4241.872386138823
2004,Location 1,5,1,Fe,-18958.341327884275
2005,Location 1,6,1,Fe,-42487.27782530912
2006,Location 1,7,1,Fe,27990.8676148434
2007,Location 1,8,1,Fe,12882.35287147118
2008,Location 1,9,1,Fe,41331.71623471136
2009,Location 1,10,1,Fe,12430.07432803006
2010,Location 1,1,2,Fe,-13670.439234617857
2011,Location 1,2,2,Fe,-45562.64683032652
2012,Location 1,3,2,Fe,6663.594678172078
2013,Location 1,4,2,Fe,-3541.4876955562986
2014,Location 1,5,2,Fe,-18353.04092417652
2015,Location 1,6,2,Fe,-18638.686187174822
2016,Location 1,7,2,Fe,-23.612677676994423
2017,Location 1,8,2,Fe,-3672.9664616736127
2018,Location 1,9,2,Fe,-33258.876446713584
2019,Location 1,10,2,Fe,-14332.254658414031
2020,Location 1,1,3,Fe,-18042.021255836902
2021,Location 1,2,3,Fe,22212.287080007955
2022,Location 1,3,3,Fe,-4540.721891636844
2023,Location 1,4,3,Fe,-1772.6318090542632
2024,Location 1,5,3,Fe,-19315.78352568453
2025,Location 1,6,3,Fe,-538.1039736983595
2026,Location 1,7,3,Fe,-8958.405754589627
2027,Location 1,8,3,Fe,1260.4880143990354
2028,Location 1,9,3,Fe,40232.99407976892
2029,Location 1,10,3,Fe,-15639.751859165443
2030,Location 1,1,4,Fe,-34867.29810542503
2031,Location 1,2,4,Fe,24342.283252588455
2032,Location 1,3,4,Fe,32444.04053504684
2033,Location 1,4,4,Fe,-14150.877088290386
2034,Location 1,5,4,Fe,46758.103569011364
2035,Location 1,6,4,Fe,13168.281915088868
2036,Location 1,7,4,Fe,-2461.2858038492377
2037,Location 1,8,4,Fe,-3551.9168851338936
2038,Location 1,9,4,Fe,-27980.959772206534
2039,Location 1,10,4,Fe,-28192.68085944206
2040,Location 1,1,5,Fe,-14140.472372612028
2041,Location 1,2,5,Fe,14797.791058190242
2042,Location 1,3,5,Fe,12710.997903448
2043,Location 1,4,5,Fe,-3100.1462210619493
2044,Location 1,5,5,Fe,23230.665144643972
2045,Location 1,6,5,Fe,-2898.774392214382
2046,Location 1,7,5,Fe,24613.84153084532
2047,Location 1,8,5,Fe,3015.6974952723785
2048,Location 1,9,5,Fe,21786.715568771717
2049,Location 1,10,5,Fe,-43908.999062328556
2050,Location 2,1,1,Fe,-4158.394427540362
2051,Location 2,2,1,Fe,11023.359111071331
2052,Location 2,3,1,Fe,-16106.72220533592
2053,Location 2,4,1,Fe,-1507.3874428908316
2054,Location 2,5,1,Fe,-21353.242214142956
2055,Location 2,6,1,Fe,-19075.888770504855
2056,Location 2,7,1,Fe,-50915.0430423972
2057,Location 2,8,1,Fe,-17879.648074608212
2058,Location 2,9,1,Fe,-15737.531570825582
2059,Location 2,10,1,Fe,-141.56708734419527
2060,Location 2,1,2,Fe,-12892.774069786616
2061,Location 2,2,2,Fe,18338.156673821733
2062,Location 2,3,2,Fe,916.6817432278546
2063,Location 2,4,2,Fe,431.32184331703377
2064,Location 2,5,2,Fe,18322.226029026886
2065,Location 2,6,2,Fe,-17345.515591834468
2066,Location 2,7,2,Fe,11769.046399408924
2067,Location 2,8,2,Fe,12047.753178510597
2068,Location 2,9,2,Fe,-28885.44180217442
2069,Location 2,10,2,Fe,-11245.77125241228
2070,Location 2,1,3,Fe,-18620.30675367277
2071,Location 2,2,3,Fe,-61238.7809381936
2072,Location 2,3,3,Fe,20530.396907335
2073,Location 2,4,3,Fe,6381.340774216203
2074,Location 2,5,3,Fe,12875.414215094608
2075,Location 2,6,3,Fe,-5330.825843003881
2076,Location 2,7,3,Fe,-23071.385687505852
2077,Location 2,8,3,Fe,1262.5597943388034
2078,Location 2,9,3,Fe,-8371.665630905729
2079,Location 2,10,3,Fe,-2738.0822995894214
2080,Location 2,1,4,Fe,-13261.90392401652
2081,Location 2,2,4,Fe,-38963.97516084124
2082,Location 2,3,4,Fe,38226.175923412324
2083,Location 2,4,4,Fe,7402.716240152651
2084,Location 2,5,4,Fe,27305.503436675004
2085,Location 2,6,4,Fe,21673.806766578018
2086,Location 2,7,4,Fe,13974.45703212386
2087,Location 2,8,4,Fe,-12447.138736622683
2088,Location 2,9,4,Fe,6215.741724522469
2089,Location 2,10,4,Fe,10716.370591962159
2090,Location 2,1,5,Fe,1920.5235058051333
2091,Location 2,2,5,Fe,-57628.23602134532
2092,Location 2,3,5,Fe,41207.57542909103
2093,Location 2,4,5,Fe,448.66123469824527
2094,Location 2,5,5,Fe,-5018.980003151227
2095,Location 2,6,5,Fe,57315.86035963138
2096,Location 2,7,5,Fe,1284.4453191171444
2097,Location 2,8,5,Fe,15262.287304696985
2098,Location 2,9,5,Fe,8978.798530550657
2099,Location 2,10,5,Fe,-28173.743692947657
2100,Location 3,1,1,Fe,-18082.134715241154
2101,Location 3,2,1,Fe,5792.283027229718
2102,Location 3,3,1,Fe,297.6279920417174
2103,Location 3,4,1,Fe,-4431.894164506937
2104,Location 3,5,1,Fe,-1097.9015669802104
2105,Location 3,6,1,Fe,50672.08525452584
2106,Location 3,7,1,Fe,-18462.871412437507
2107,Location 3,8,1,Fe,34354.614519295195
2108,Location 3,9,1,Fe,3358.9728668549787
2109,Location 3,10,1,Fe,6320.602101499196
2110,Location 3,1,2,Fe,31548.066788856366
2111,Location 3,2,2,Fe,-16870.686717107084
2112,Location 3,3,2,Fe,-16758.35009744793
2113,Location 3,4,2,Fe,-341.4027263617794
2114,Location 3,5,2,Fe,13915.221926191894
2115,Location 3,6,2,Fe,-9818.953025985176
2116,Location 3,7,2,Fe,24273.437522739776
2117,Location 3,8,2,Fe,-32726.079018771863
2118,Location 3,9,2,Fe,40200.55118777954
2119,Location 3,10,2,Fe,-7175.288792116308
2120,Location 3,1,3,Fe,2212.9429551546473
2121,Location 3,2,3,Fe,-24784.202864721905
2122,Location 3,3,3,Fe,-15328.582649706841
2123,Location 3,4,3,Fe,27593.493357481813
2124,Location 3,5,3,Fe,-7902.0427315670395
2125,Location 3,6,3,Fe,12373.795762839358
2126,Location 3,7,3,Fe,-20946.153512023335
2127,Location 3,8,3,Fe,28245.25068288931
2128,Location 3,9,3,Fe,-17337.01197654722
2129,Location 3,10,3,Fe,-8092.907081945663
2130,Location 3,1,4,Fe,36736.36134638477
2131,Location 3,2,4,Fe,5059.007984213065
2132,Location 3,3,4,Fe,20840.733652187246
2133,Location 3,4,4,Fe,-9542.764576350635
2134,Location 3,5,4,Fe,-9764.43105314441
2135,Location 3,6,4,Fe,10081.736907068394
2136,Location 3,7,4,Fe,-24637.89422470147
2137,Location 3,8,4,Fe,23957.926094586615
2138,Location 3,9,4,Fe,-19119.55498785977
2139,Location 3,10,4,Fe,8974.027935457423
2140,Location 3,1,5,Fe,-17654.71285451804
2141,Location 3,2,5,Fe,40573.43818660603
2142,Location 3,3,5,Fe,-16888.491936118648
2143,Location 3,4,5,Fe,18089.690132193584
2144,Location 3,5,5,Fe,-14483.582636523586
2145,Location 3,6,5,Fe,-31288.811548293626
2146,Location 3,7,5,Fe,-2544.890460041289
2147,Location 3,8,5,Fe,2629.506811335684
2148,Location 3,9,5,Fe,31521.03810792493
2149,Location 3,10,5,Fe,-21775.910215492306
2150,Location 4,1,1,Fe,16323.625075793168
2151,Location 4,2,1,Fe,3095.262875259289
2152,Location 4,3,1,Fe,35284.89148617884
2153,Location 4,4,1,Fe,-7169.974743898658
2154,Location 4,5,1,Fe,13286.802070268111
2155,Location 4,6,1,Fe,27528.32133047271
2156,Location 4,7,1,Fe,36252.283832985624
2157,Location 4,8,1,Fe,16698.374584977097
2158,Location 4,9,1,Fe,-19729.169534855806
2159,Location 4,10,1,Fe,-5588.451760608062
2160,Location 4,1,2,Fe,-24836.005908094805
2161,Location 4,2,2,Fe,11844.81405674438
2162,Location 4,3,2,Fe,7998.577141424212
2163,Location 4,4,2,Fe,13966.578042899318
2164,Location 4,5,2,Fe,1760.4395365090495
2165,Location 4,6,2,Fe,-35558.41905974748
2166,Location 4,7,2,Fe,23970.299509762503
2167,Location 4,8,2,Fe,-34164.080394760014
2168,Location 4,9,2,Fe,12677.794390521334
2169,Location 4,10,2,Fe,11138.674455384116
2170,Location 4,1,3,Fe,-11412.563060655897
2171,Location 4,2,3,Fe,-21831.269416035226
2172,Location 4,3,3,Fe,-13083.115530878096
2173,Location 4,4,3,Fe,-7296.220205105947
2174,Location 4,5,3,Fe,34131.963223575636
2175,Location 4,6,3,Fe,-4209.901687518724
2176,Location 4,7,3,Fe,8105.937017810745
2177,Location 4,8,3,Fe,17165.572761493924
2178,Location 4,9,3,Fe,-7160.262162260529
2179,Location 4,10,3,Fe,-23771.622995322785
2180,Location 4,1,4,Fe,-1455.2468575078055
2181,Location 4,2,4,Fe,4537.283137374159
2182,Location 4,3,4,Fe,-3180.4283013740387
2183,Location 4,4,4,Fe,-24785.55677410037
2184,Location 4,5,4,Fe,26904.228080707384
2185,Location 4,6,4,Fe,-11778.70859273176
2186,Location 4,7,4,Fe,-31517.418819991755
2187,Location 4,8,4,Fe,-29138.671415804765
2188,Location 4,9,4,Fe,12153.989590507885
2189,Location 4,10,4,Fe,12903.48991556046
2190,Location 4,1,5,Fe,-19682.674430258703
2191,Location 4,2,5,Fe,24778.959425760655
2192,Location 4,3,5,Fe,25084.467794060645
2193,Location 4,4,5,Fe,21941.771061329033
2194,Location 4,5,5,Fe,31607.39120513559
2195,Location 4,6,5,Fe,-8416.033740675668
2196,Location 4,7,5,Fe,12808.371697612773
2197,Location 4,8,5,Fe,-16716.892045625606
2198,Location 4,9,5,Fe,15001.159957318241
2199,Location 4,10,5,Fe,592.6678836787316
2200,Location 5,1,1,Fe,-14754.537872300098
2201,Location 5,2,1,Fe,14125.23474087099
2202,Location 5,3,1,Fe,-30899.440686597445
2203,Location 5,4,1,Fe,-24194.512336913856
2204,Location 5,5,1,Fe,-22267.237524193726
2205,Location 5,6,1,Fe,31835.090905644367
2206,Location 5,7,1,Fe,18072.29195247092
2207,Location 5,8,1,Fe,-21937.480834566762
2208,Location 5,9,1,Fe,-37870.67223216802
2209,Location 5,10,1,Fe,-249.18488725490943
2210,Location 5,1,2,Fe,-21877.77249471863
2211,Location 5,2,2,Fe,-6611.919607541816
2212,Location 5,3,2,Fe,7453.177663236868
2213,Location 5,4,2,Fe,22140.509856505414
2214,Location 5,5,2,Fe,-690.990626500653
2215,Location 5,6,2,Fe,14915.419254041315
2216,Location 5,7,2,Fe,-1923.6781439092695
2217,Location 5,8,2,Fe,-25932.216006301736
2218,Location 5,9,2,Fe,20276.67754628663
2219,Location 5,10,2,Fe,22416.955962538763
2220,Location 5,1,3,Fe,-24205.390080510846
2221,Location 5,2,3,Fe,-25727.707146687662
2222,Location 5,3,3,Fe,26037.07005303799
2223,Location 5,4,3,Fe,-73130.9534355043
2224,Location 5,5,3,Fe,-8611.622228008358
2225,Location 5,6,3,Fe,-13043.587683490616
2226,Location 5,7,3,Fe,7760.888660125942
2227,Location 5,8,3,Fe,-12747.554575628597
2228,Location 5,9,3,Fe,-18680.94980661701
2229,Location 5,10,3,Fe,-6633.631732417733
2230,Location 5,1,4,Fe,56175.83897487336
2231,Location 5,2,4,Fe,-40770.91454378759
2232,Location 5,3,4,Fe,-36027.0697099648
2233,Location 5,4,4,Fe,32016.160266210954
2234,Location 5,5,4,Fe,-18481.73759551489
2235,Location 5,6,4,Fe,-20746.981117892567
2236,Location 5,7,4,Fe,1878.2441947234247
2237,Location 5,8,4,Fe,-49962.37410943533
2238,Location 5,9,4,Fe,-13530.039960425987
2239,Location 5,10,4,Fe,31118.664644778717
2240,Location 5,1,5,Fe,2034.2803647779872
2241,Location 5,2,5,Fe,11620.511497722377
2242,Location 5,3,5,Fe,45131.249180811734
2243,Location 5,4,5,Fe,-32321.27959331187
2244,Location 5,5,5,Fe,1172.082474133537
2245,Location 5,6,5,Fe,-20901.584166996294
2246,Location 5,7,5,Fe,39663.48403482554
2247,Location 5,8,5,Fe,22157.6950522549
2248,Location 5,9,5,Fe,2224.2220520336805
2249,Location 5,10,5,Fe,-30082.053408732863
2250,Location 1,1,1,Mn,-382.9622027586763
2251,Location 1,2,1,Mn,1609.1498312815042
2252,Location 1,3,1,Mn,18469.44793294572
2253,Location 1,4,1,Mn,-7068.874205749336
2254,Location 1,5,1,Mn,-630.751132446338
2255,Location 1,6,1,Mn,218.86667410718178
2256,Location 1,7,1,Mn,-496.960165002322
2257,Location 1,8,1,Mn,-1977.1115818864007
2258,Location 1,9,1,Mn,-6685.950333390298
2259,Location 1,10,1,Mn,-6653.488661173697
2260,Location 1,1,2,Mn,1502.1287541347965
2261,Location 1,2,2,Mn,14940.23861637903
2262,Location 1,3,2,Mn,2860.020256141714
2263,Location 1,4,2,Mn,-485.7347813394356
2264,Location 1,5,2,Mn,3146.1773979605036
2265,Location 1,6,2,Mn,9362.718791763922
2266,Location 1,7,2,Mn,-750.7380624466336
2267,Location 1,8,2,Mn,-4080.1084571273873
2268,Location 1,9,2,Mn,2995.125481947887
2269,Location 1,10,2,Mn,4833.534381093998
2270,Location 1,1,3,Mn,-2165.2227136619576
2271,Location 1,2,3,Mn,-2971.285866030179
2272,Location 1,3,3,Mn,6181.22753511976
2273,Location 1,4,3,Mn,-12497.723503196401
2274,Location 1,5,3,Mn,-284.5608876991485
2275,Location 1,6,3,Mn,3530.092272907035
2276,Location 1,7,3,Mn,-911.6746049809144
2277,Location 1,8,3,Mn,6878.766464111159
2278,Location 1,9,3,Mn,7242.327138854189
2279,Location 1,10,3,Mn,9113.088543062055
2280,Location 1,1,4,Mn,-5831.986114954276
2281,Location 1,2,4,Mn,5326.933528095362
2282,Location 1,3,4,Mn,-13214.605203167846
2283,Location 1,4,4,Mn,-4689.416998683228
2284,Location 1,5,4,Mn,7277.357712751192
2285,Location 1,6,4,Mn,-800.1442263609437
2286,Location 1,7,4,Mn,4042.6063043743234
2287,Location 1,8,4,Mn,4787.850658492402
2288,Location 1,9,4,Mn,-3421.336562066051
2289,Location 1,10,4,Mn,-2426.937766623676
2290,Location 1,1,5,Mn,7885.379856812582
2291,Location 1,2,5,Mn,5248.882155059303
2292,Location 1,3,5,Mn,6650.727431148265
2293,Location 1,4,5,Mn,-7010.0934845315205
2294,Location 1,5,5,Mn,-5597.590319525943
2295,Location 1,6,5,Mn,-11474.221982181985
2296,Location 1,7,5,Mn,-7420.917272685086
2297,Location 1,8,5,Mn,10388.724719271579
2298,Location 1,9,5,Mn,4609.950904724863
2299,Location 1,10,5,Mn,7023.794200685567
2300,Location 2,1,1,Mn,-1779.8927518107312
2301,Location 2,2,1,Mn,14703.767577297833
2302,Location 2,3,1,Mn,757.6577630572243
2303,Location 2,4,1,Mn,595.598825463481
2304,Location 2,5,1,Mn,4413.857873397612
2305,Location 2,6,1,Mn,-12778.572185575631
2306,Location 2,7,1,Mn,-7544.477357777479
2307,Location 2,8,1,Mn,-3392.4907496402634
2308,Location 2,9,1,Mn,2061.426567647113
2309,Location 2,10,1,Mn,-4684.532593169708
2310,Location 2,1,2,Mn,-3431.476720240442
2311,Location 2,2,2,Mn,1981.6569326347696
2312,Location 2,3,2,Mn,7122.221590379978
2313,Location 2,4,2,Mn,6770.345168089321
2314,Location 2,5,2,Mn,9874.153986285315
2315,Location 2,6,2,Mn,-6302.75458505679
2316,Location 2,7,2,Mn,8456.489223115459
2317,Location 2,8,2,Mn,-6622.174062172304
2318,Location 2,9,2,Mn,-2856.1797530560634
2319,Location 2,10,2,Mn,-7614.94237343589
2320,Location 2,1,3,Mn,-3343.348678156994
2321,Location 2,2,3,Mn,-7787.830952151265
2322,Location 2,3,3,Mn,-2450.8944558812404
2323,Location 2,4,3,Mn,-10387.524388542086
2324,Location 2,5,3,Mn,10588.201557251192
2325,Location 2,6,3,Mn,3071.7254171576683
2326,Location 2,7,3,Mn,1390.4239396040457
2327,Location 2,8,3,Mn,4789.307452617819
2328,Location 2,9,3,Mn,3858.1508942718433
2329,Location 2,10,3,Mn,-2691.430576078518
2330,Location 2,1,4,Mn,-10436.197839242861
2331,Location 2,2,4,Mn,-3489.845930277423
2332,Location 2,3,4,Mn,8310.939828505072
2333,Location 2,4,4,Mn,50.44558336032503
2334,Location 2,5,4,Mn,2373.125365826477
2335,Location 2,6,4,Mn,-4336.1715745123865
2336,Location 2,7,4,Mn,-7414.785604842244
2337,Location 2,8,4,Mn,6938.580261020749
2338,Location 2,9,4,Mn,2774.464402488233
2339,Location 2,10,4,Mn,4864.443729937548
2340,Location 2,1,5,Mn,4846.690199145011
2341,Location 2,2,5,Mn,-8781.892592439568
2342,Location 2,3,5,Mn,-758.2094276096961
2343,Location 2,4,5,Mn,3668.426668930577
2344,Location 2,5,5,Mn,4042.202203620142
2345,Location 2,6,5,Mn,-8675.696405054288
2346,Location 2,7,5,Mn,117.47668333949446
2347,Location 2,8,5,Mn,-5873.8568479642945
2348,Location 2,9,5,Mn,-699.6952058730881
2349,Location 2,10,5,Mn,-1718.870795493119
